TimeStep,Station_PM,Occupancy
45,15,0.0236
45,19,0.0193
45,0,0.0046
45,4,0.0144
45,7,0.0138
45,10,0.0241
45,11,0.0278
45,12,0.0227
45,13,0.0306
45,14,0.0137
45,17,0.0195
45,22,0.0171
45,8,0.0156
45,1,0.0074
45,20,0.0122
45,23,0.0194
45,3,0.0127
45,5,0.0088
45,24,0.0202
45,21,0.0211
46,2,0.0102
46,6,0.0187
46,15,0.0345
46,19,0.0204
46,0,0.0079
46,4,0.0134
46,7,0.0148
46,10,0.0234
46,11,0.0294
46,12,0.0275
46,13,0.0412
46,14,0.0262
46,17,0.0178
46,22,0.0177
46,8,0.014
46,1,0.0082
46,20,0.009
46,23,0.0112
46,3,0.0121
46,5,0.008
46,24,0.0165
46,21,0.0221
47,2,0.0102
47,6,0.0182
47,15,0.0358
47,19,0.022
47,0,0.0078
47,4,0.0157
47,7,0.0141
47,10,0.0313
47,11,0.027
47,12,0.0215
47,13,0.0213
47,14,0.024
47,17,0.0213
47,22,0.0151
47,8,0.0142
47,1,0.0083
47,20,0.0141
47,23,0.0197
47,3,0.0129
47,5,0.012
47,24,0.0167
47,21,0.0161
48,2,0.0092
48,6,0.0172
48,15,0.026
48,19,0.0237
48,0,0.0053
48,4,0.0173
48,7,0.0166
48,10,0.0289
48,11,0.03
48,12,0.0269
48,13,0.0435
48,14,0.0144
48,17,0.0185
48,22,0.021
48,8,0.0149
48,1,0.0089
48,20,0.0113
48,23,0.0159
48,3,0.0149
48,5,0.0103
48,24,0.0155
48,21,0.0183
49,2,0.0135
49,6,0.0161
49,15,0.0369
49,19,0.0253
49,0,0.0078
49,4,0.0149
49,7,0.0142
49,10,0.0251
49,11,0.0274
49,12,0.0286
49,13,0.0342
49,14,0.0209
49,17,0.0192
49,22,0.0146
49,8,0.0156
49,1,0.0129
49,20,0.0157
49,23,0.027
49,3,0.0159
49,5,0.0086
49,24,0.018
49,21,0.0207
50,2,0.0115
50,6,0.0904
50,15,0.033
50,19,0.0288
50,0,0.005
50,4,0.0178
50,7,0.0173
50,10,0.0314
50,11,0.0338
50,12,0.0316
50,13,0.035
50,14,0.023
50,17,0.0231
50,22,0.0183
50,8,0.0153
50,1,0.0088
50,20,0.006
50,23,0.0219
50,3,0.0133
50,5,0.0132
50,24,0.0223
50,21,0.0211
51,2,0.0101
51,6,0.0233
51,15,0.0376
51,19,0.0258
51,0,0.0063
51,4,0.0173
51,7,0.016
51,10,0.0328
51,11,0.0404
51,12,0.0307
51,13,0.0345
51,14,0.0257
51,17,0.0284
51,22,0.0234
51,8,0.0175
51,1,0.0094
51,20,0.0085
51,23,0.0322
51,3,0.0148
51,5,0.0097
51,24,0.0237
51,21,0.0202
52,2,0.014
52,6,0.0273
52,15,0.1543
52,19,0.0262
52,0,0.0073
52,4,0.0207
52,7,0.0152
52,10,0.0327
52,11,0.0376
52,12,0.039
52,13,0.0376
52,14,0.0292
52,17,0.0315
52,22,0.0163
52,8,0.0201
52,1,0.0097
52,20,0.0078
52,23,0.0211
52,3,0.0191
52,5,0.0161
52,24,0.0139
52,21,0.018
53,2,0.0195
53,6,0.0751
53,15,0.0781
53,19,0.0282
53,0,0.0141
53,4,0.0196
53,7,0.0222
53,10,0.0379
53,11,0.0445
53,12,0.0292
53,13,0.0343
53,14,0.0282
53,17,0.0309
53,22,0.0216
53,8,0.0224
53,1,0.017
53,20,0.0102
53,23,0.0265
53,3,0.0243
53,5,0.0124
53,24,0.0227
53,21,0.0244
54,2,0.0215
54,6,0.0335
54,15,0.0494
54,19,0.0296
54,0,0.0116
54,4,0.026
54,7,0.0251
54,10,0.0559
54,11,0.04
54,12,0.0354
54,13,0.0427
54,14,0.0301
54,17,0.0344
54,22,0.0215
54,8,0.0246
54,1,0.0178
54,20,0.012
54,23,0.0335
54,3,0.0283
54,5,0.0239
54,24,0.0217
54,21,0.024
55,2,0.0246
55,6,0.0348
55,15,0.055
55,19,0.0339
55,0,0.0146
55,4,0.0286
55,7,0.026
55,10,0.0498
55,11,0.0539
55,12,0.0415
55,13,0.0424
55,14,0.0302
55,17,0.0368
55,22,0.0211
55,8,0.0336
55,1,0.0202
55,20,0.0075
55,23,0.0309
55,3,0.0295
55,5,0.0234
55,24,0.0223
55,21,0.028
56,2,0.0246
56,6,0.0388
56,15,0.0746
56,19,0.0372
56,0,0.0156
56,4,0.0257
56,7,0.0244
56,10,0.0454
56,11,0.0637
56,12,0.0502
56,13,0.0625
56,14,0.0504
56,17,0.037
56,22,0.0254
56,8,0.0323
56,1,0.0223
56,20,0.012
56,23,0.0288
56,3,0.0301
56,5,0.0228
56,24,0.0295
56,21,0.0286
57,2,0.021
57,6,0.0289
57,15,0.0856
57,19,0.0475
57,0,0.0112
57,4,0.0321
57,7,0.0252
57,10,0.0466
57,11,0.06
57,12,0.0489
57,13,0.0625
57,14,0.0453
57,17,0.0482
57,22,0.027
57,8,0.0295
57,1,0.0173
57,20,0.0164
57,23,0.0259
57,3,0.0324
57,5,0.0232
57,24,0.0252
57,21,0.0313
58,2,0.0241
58,6,0.0258
58,15,0.0565
